Year,Month,Day,Data,tmmn(degC),tmmx(degC),pr(mm),rmin(%),rmax(%),vs(mps),vpd(kPa),flood
1988,3,1,3/1/1988,3.75,21.45,0,22.4,79.5,2.8,0.99,FALSE
1988,3,2,3/2/1988,8.95,24.65,16.2,27.1,81.6,4.1,0.91,FALSE
1988,3,3,3/3/1988,14.05,27.45,8,45.3,94,5.2,1.14,FALSE
1988,3,4,3/4/1988,7.35,18.25,0.6,39.5,88.4,4.1,0.79,FALSE
1988,3,5,3/5/1988,2.15,16.65,0,41.1,83.1,2.4,0.61,FALSE
1988,3,6,3/6/1988,6.25,20.95,0,38.1,72.9,1.9,0.89,FALSE
1988,3,7,3/7/1988,5.25,24.05,0,29.2,73.6,3.1,1.1,FALSE
1988,3,8,3/8/1988,9.95,21.95,44.6,29.7,95.1,4.5,0.63,FALSE
1988,3,9,3/9/1988,10.25,18.15,4.7,46.2,96.8,3.8,0.52,FALSE
1988,3,10,3/10/1988,5.35,18.45,0,35.5,81.4,2.6,0.75,FALSE
1988,3,11,3/11/1988,3.85,25.15,0,38.4,79.5,6.7,0.97,FALSE
1988,3,12,3/12/1988,10.05,22.65,1.8,38,86.2,4.9,0.73,FALSE
1988,3,13,3/13/1988,1.55,13.15,0,35.2,84,4.3,0.51,FALSE
1988,3,14,3/14/1988,-1.75,9.05,0,25.3,82.2,5.6,0.46,FALSE
1988,3,15,3/15/1988,-2.65,11.85,0,20.4,66.4,2.8,0.61,FALSE
1988,3,16,3/16/1988,-0.95,15.35,0,26.8,62,2.2,0.72,FALSE
1988,3,17,3/17/1988,0.25,18.15,10.8,29.9,72.3,4.1,0.76,FALSE
1988,3,18,3/18/1988,5.05,11.15,6.6,31.1,91.9,4.5,0.33,FALSE
1988,3,19,3/19/1988,1.75,11.75,0,39.7,83,4.1,0.5,FALSE
1988,3,20,3/20/1988,-0.45,21.95,0,31.1,79.1,4.6,0.88,FALSE
1988,3,21,3/21/1988,3.55,24.75,0,33,82.7,4.4,1.05,FALSE
1988,3,22,3/22/1988,6.05,24.15,0.4,34.6,83.3,3.7,0.9,FALSE
1988,3,23,3/23/1988,8.55,25.85,0,40.6,83.9,5,0.96,FALSE
1988,3,24,3/24/1988,13.75,24.55,5.2,41.1,84.7,6.2,0.85,FALSE
1988,3,25,3/25/1988,16.75,25.15,28.2,50.4,96.7,3.7,0.98,FALSE
1988,3,26,3/26/1988,12.45,26.45,1.4,28.5,84.3,3.7,1.2,FALSE
1988,3,27,3/27/1988,6.15,23.35,0,22.7,71.7,3.1,1.15,FALSE
1988,3,28,3/28/1988,7.35,28.45,0,29.7,73.8,5.5,1.24,FALSE
1988,3,29,3/29/1988,13.65,28.05,26.8,40.8,84.7,5.5,1.08,FALSE
1988,3,30,3/30/1988,12.35,18.65,23.3,48,95.1,3.7,0.48,FALSE
1988,3,31,3/31/1988,14.55,25.35,5.6,51.1,95,2.3,0.93,FALSE
1988,4,1,4/1/1988,15.85,28.45,12.8,50.5,93.1,4.6,1.06,FALSE
1988,4,2,4/2/1988,17.85,28.85,20.4,50.5,94.9,4.9,1.18,FALSE
1988,4,3,4/3/1988,14.45,28.95,0,36.7,84.1,3.4,1.26,FALSE
1988,4,4,4/4/1988,13.35,29.95,0,35,79.4,3.2,1.36,FALSE
1988,4,5,4/5/1988,15.75,32.35,0.9,40.3,83.1,4.6,1.27,FALSE
1988,4,6,4/6/1988,9.55,24.75,3.5,28.1,94.4,6.7,1.05,FALSE
1988,4,7,4/7/1988,4.05,23.05,0,30.1,75.6,3.6,0.98,FALSE
1988,4,8,4/8/1988,7.75,24.55,0,32.5,69.6,2.4,1.12,FALSE
1988,4,9,4/9/1988,8.15,25.35,0,34.1,76.1,2.7,1.09,FALSE
1988,4,10,4/10/1988,10.15,23.75,2.4,35.9,80.2,4.3,0.97,FALSE
1988,4,11,4/11/1988,7.65,12.05,3.1,41.9,90.1,6.4,0.39,FALSE
1988,4,12,4/12/1988,7.95,22.35,0.4,40.5,81.5,5.5,0.9,FALSE
1988,4,13,4/13/1988,7.85,25.65,0,34.7,73.5,1.6,1.15,FALSE
1988,4,14,4/14/1988,10.35,27.65,0,35.3,75.8,2.8,1.28,FALSE
1988,4,15,4/15/1988,9.35,27.45,0,31.6,78.3,2.9,1.26,FALSE
1988,4,16,4/16/1988,9.45,23.55,0,34.1,80.5,4,0.92,FALSE
1988,4,17,4/17/1988,9.95,25.95,7,47,80.1,5,0.8,FALSE
1988,4,18,4/18/1988,17.45,29.05,23,41.6,94.5,5.1,1.21,FALSE
1988,4,19,4/19/1988,11.75,20.55,0.6,40,94.1,4,0.82,FALSE
1988,4,20,4/20/1988,7.35,25.05,0,41.4,74.8,2.9,0.97,FALSE
1988,4,21,4/21/1988,11.65,30.55,0.3,37.9,84.2,4.4,1.33,FALSE
1988,4,22,4/22/1988,16.15,32.05,3.5,41.6,93.4,5.3,1.15,FALSE
1988,4,23,4/23/1988,21.25,31.85,11.1,53,95.4,3.8,1.26,FALSE
1988,4,24,4/24/1988,14.75,26.15,0,35.3,84.4,3.6,1.14,FALSE
1988,4,25,4/25/1988,11.55,30.35,0,40.6,76.6,3.3,1.32,FALSE
1988,4,26,4/26/1988,14.75,27.75,0,35.2,81.6,1.5,1.33,FALSE
1988,4,27,4/27/1988,11.15,22.95,0,29.2,75.9,4.7,1.04,FALSE
1988,4,28,4/28/1988,6.65,24.25,0,28,72.3,3,1.17,FALSE
1988,4,29,4/29/1988,9.85,25.85,0,31.6,69.2,3.5,1.18,FALSE
1988,4,30,4/30/1988,12.25,23.85,0,34.9,77.7,3.5,1.02,FALSE
1988,5,1,5/1/1988,7.45,26.45,0,27.5,84.9,2.1,1.23,FALSE
1988,5,2,5/2/1988,8.95,27.45,0,30.4,80,2.9,1.23,FALSE
1988,5,3,5/3/1988,10.75,27.45,0,36.4,88.9,4.5,0.83,FALSE
1988,5,4,5/4/1988,11.55,26.55,0,35.9,93.7,4.3,1.01,FALSE
1988,5,5,5/5/1988,12.05,26.85,0,29.2,91.7,3.2,1.25,FALSE
1988,5,6,5/6/1988,9.85,29.25,0,29.9,83.1,1.9,1.45,FALSE
1988,5,7,5/7/1988,12.25,30.65,0,31.3,86.4,3.4,1.47,FALSE
1988,5,8,5/8/1988,13.25,31.25,0,35.8,92.1,7.1,1.35,FALSE
1988,5,9,5/9/1988,16.25,32.95,0,41.5,97.8,4.8,1.26,FALSE
1988,5,10,5/10/1988,18.55,31.15,0,24,96.3,3.3,1.68,FALSE
1988,5,11,5/11/1988,13.15,31.05,0,23.8,79.9,2,1.76,FALSE
1988,5,12,5/12/1988,14.75,30.05,1,27.5,71.2,1.8,1.59,FALSE
1988,5,13,5/13/1988,13.65,30.05,0,32.9,88.1,2.7,1.41,FALSE
1988,5,14,5/14/1988,16.45,32.15,0,33,82.4,1.6,1.69,FALSE
1988,5,15,5/15/1988,19.75,32.75,1,34.7,81,2.1,1.85,FALSE
1988,5,16,5/16/1988,16.65,32.85,0,32.2,85.8,3.1,1.72,FALSE
1988,5,17,5/17/1988,16.05,32.45,0,27.6,85.9,3.1,1.81,FALSE
1988,5,18,5/18/1988,12.65,30.55,0,28.6,81.4,2.9,1.58,FALSE
1988,5,19,5/19/1988,14.25,31.85,0,31.1,83.2,2.2,1.69,FALSE
1988,5,20,5/20/1988,16.95,33.35,0,34.3,78,2.8,1.7,FALSE
1988,5,21,5/21/1988,19.25,28.35,17.1,36.1,98.2,4,0.94,FALSE
1988,5,22,5/22/1988,17.55,28.65,2.3,48.7,100,5.3,1.12,FALSE
1988,5,23,5/23/1988,13.95,27.65,1.7,37.1,93.9,5,1.02,FALSE
1988,5,24,5/24/1988,15.25,29.25,0.6,43.5,94.1,3.5,1.08,FALSE
1988,5,25,5/25/1988,12.55,28.05,0,33.5,94.6,4.4,1.12,FALSE
1988,5,26,5/26/1988,7.95,27.25,0,29.4,89.8,3.2,1.24,FALSE
1988,5,27,5/27/1988,11.55,30.15,0,33.7,79.6,1.8,1.48,FALSE
1988,5,28,5/28/1988,17.75,31.65,0,35.5,79.8,2.8,1.65,FALSE
1988,5,29,5/29/1988,16.45,32.05,0,29.6,85.8,3.4,1.73,FALSE
1988,5,30,5/30/1988,15.35,33.05,0,32.9,87.1,3.4,1.66,FALSE
1988,5,31,5/31/1988,16.05,33.75,0,29.3,88.1,2.6,1.84,FALSE
1988,6,1,6/1/1988,16.15,33.45,0,31.7,87.9,2.1,1.72,FALSE
1988,6,2,6/2/1988,17.65,33.55,0.7,34.2,91.9,2.5,1.61,FALSE
1988,6,3,6/3/1988,20.45,30.55,0.3,36.5,92.5,1.7,1.18,FALSE
1988,6,4,6/4/1988,18.15,29.85,0,38.3,95.9,4.3,1.3,FALSE
1988,6,5,6/5/1988,15.95,29.85,1.1,41.4,93.4,3.7,1.19,FALSE
1988,6,6,6/6/1988,18.25,29.35,1.1,42.1,88.7,2.4,1.23,FALSE
1988,6,7,6/7/1988,18.45,33.05,0,36.8,89.6,1.5,1.66,FALSE
1988,6,8,6/8/1988,18.25,35.05,0,33.9,87.5,2.8,1.85,FALSE
1988,6,9,6/9/1988,18.55,34.55,0,35.8,98.8,4.7,1.6,FALSE
1988,6,10,6/10/1988,12.55,27.45,0,27.4,99.4,4.5,1.28,FALSE
1988,6,11,6/11/1988,8.45,28.55,0,30,84,3.1,1.38,FALSE
1988,6,12,6/12/1988,12.75,31.25,0,31.5,79.7,2.4,1.62,FALSE
1988,6,13,6/13/1988,15.25,32.75,0,34,86.7,3.4,1.53,FALSE
1988,6,14,6/14/1988,18.05,33.35,0,28.8,91.6,2.3,1.87,FALSE
1988,6,15,6/15/1988,16.05,33.25,0.6,30.9,87.3,2.1,1.71,FALSE
1988,6,16,6/16/1988,18.05,35.35,0,28.6,83.2,1.7,2.16,FALSE
1988,6,17,6/17/1988,20.55,35.35,0,29.3,79.3,1.3,2.16,FALSE
1988,6,18,6/18/1988,21.85,34.45,0.4,31.2,82,1.5,1.96,FALSE
1988,6,19,6/19/1988,20.15,33.35,2.1,35.3,93,3.1,1.57,FALSE
1988,6,20,6/20/1988,19.35,34.05,3.3,38.6,100,2,1.67,FALSE
1988,6,21,6/21/1988,22.65,34.15,3.7,37.8,84.8,1.9,1.78,FALSE
1988,6,22,6/22/1988,21.55,34.45,1,39.4,100,2.3,1.67,FALSE
1988,6,23,6/23/1988,21.95,33.15,0.6,39.8,94.6,2.7,1.4,FALSE
1988,6,24,6/24/1988,22.45,32.45,0.3,45.7,95.5,3.5,1.28,FALSE
1988,6,25,6/25/1988,20.55,34.35,0,44.1,99.6,3.2,1.43,FALSE
1988,6,26,6/26/1988,21.05,36.55,6,37.5,100,2.3,1.78,FALSE
1988,6,27,6/27/1988,24.05,36.05,0,40.1,100,2.5,1.78,FALSE
1988,6,28,6/28/1988,21.75,38.45,0,30.2,88.4,2.1,2.54,FALSE
1988,6,29,6/29/1988,22.15,39.85,0,33.1,85.8,3.2,2.57,FALSE
1988,6,30,6/30/1988,21.85,37.85,0.6,30,98.8,3.6,2.15,FALSE
1988,7,1,7/1/1988,24.85,35.85,0,39,97.3,3.3,1.67,FALSE
1988,7,2,7/2/1988,25.15,34.65,1.7,45.3,97.9,2.5,1.37,FALSE
1988,7,3,7/3/1988,24.05,34.05,6,50.9,100,2.8,1.04,FALSE
1988,7,4,7/4/1988,23.45,32.95,4.3,49.5,100,2.1,1.08,FALSE
1988,7,5,7/5/1988,22.25,31.15,2.3,52.5,100,2,0.81,FALSE
1988,7,6,7/6/1988,20.65,29.85,3.3,56,100,3.4,0.71,FALSE
1988,7,7,7/7/1988,20.55,28.55,0,61.4,100,3.1,0.71,FALSE
1988,7,8,7/8/1988,18.95,33.25,0,41.2,100,2.3,1.42,FALSE
1988,7,9,7/9/1988,18.25,30.45,3.9,41.6,98,2.4,0.86,FALSE
1988,7,10,7/10/1988,20.55,28.55,4.1,54.8,100,3.8,0.52,FALSE
1988,7,11,7/11/1988,20.35,33.45,0,53.5,100,3.8,0.92,FALSE
1988,7,12,7/12/1988,21.95,34.95,0,48.1,100,5.7,1.2,FALSE
1988,7,13,7/13/1988,21.55,34.55,0,42.1,100,4.7,1.27,FALSE
1988,7,14,7/14/1988,22.85,36.45,0,37.6,100,3.3,1.75,FALSE
1988,7,15,7/15/1988,22.05,36.15,0,38.9,100,3.4,1.6,FALSE
1988,7,16,7/16/1988,22.95,31.35,18.7,42,100,3.4,0.55,FALSE
1988,7,17,7/17/1988,22.75,31.65,15.5,67.7,100,2.5,0.57,FALSE
1988,7,18,7/18/1988,23.05,32.25,12.9,62.7,100,2.5,0.69,FALSE
1988,7,19,7/19/1988,22.15,31.65,3.6,55.6,100,3.5,0.73,FALSE
1988,7,20,7/20/1988,21.15,30.85,3.3,58.1,100,4.1,0.54,FALSE
1988,7,21,7/21/1988,22.75,31.95,0.9,55.6,100,1.9,0.89,FALSE
1988,7,22,7/22/1988,22.55,32.35,0,45.4,100,1.1,1.3,FALSE
1988,7,23,7/23/1988,18.15,33.45,0,38.7,100,1.3,1.47,FALSE
1988,7,24,7/24/1988,17.75,34.95,0,37.6,98.8,2,1.66,FALSE
1988,7,25,7/25/1988,19.15,30.05,11.9,37.8,100,3,0.57,FALSE
1988,7,26,7/26/1988,20.15,32.65,3.3,49.8,100,2.4,0.99,FALSE
1988,7,27,7/27/1988,20.55,33.65,4.4,49.6,100,2.5,1.09,FALSE
1988,7,28,7/28/1988,22.85,33.75,0,48.9,100,2.3,1.22,FALSE
1988,7,29,7/29/1988,22.95,33.75,0,47.2,100,2.4,1.23,FALSE
1988,7,30,7/30/1988,23.35,32.65,0,48.9,100,2.4,1.05,FALSE
1988,7,31,7/31/1988,22.85,33.65,1.1,48,100,2,1.21,FALSE
1988,8,1,8/1/1988,23.35,34.15,4.8,49.9,100,2.4,1.23,FALSE
1988,8,2,8/2/1988,21.25,33.55,1.7,46.7,100,2,1.13,FALSE
1988,8,3,8/3/1988,23.45,34.05,10.8,49.9,100,1.7,1.17,FALSE
1988,8,4,8/4/1988,23.15,33.35,7.9,49.5,100,1.6,0.98,FALSE
1988,8,5,8/5/1988,23.05,31.85,3,52.3,100,1.7,0.87,FALSE
1988,8,6,8/6/1988,22.75,33.35,0,50.9,100,2,1.07,FALSE
1988,8,7,8/7/1988,23.25,33.95,0,49.8,100,3.2,1.28,FALSE
1988,8,8,8/8/1988,20.85,33.85,0,44.2,100,3.8,1.33,FALSE
1988,8,9,8/9/1988,19.75,30.75,9.2,44.5,100,5.4,0.74,FALSE
1988,8,10,8/10/1988,19.45,30.25,5.4,54.4,100,5.9,0.63,FALSE
1988,8,11,8/11/1988,20.85,33.75,2.2,44.4,100,4.1,1.16,FALSE
1988,8,12,8/12/1988,21.15,32.55,1.3,45.2,100,2.3,0.88,FALSE
1988,8,13,8/13/1988,22.25,33.35,0,47.6,100,3.2,1.17,FALSE
1988,8,14,8/14/1988,23.35,35.55,0.6,41.7,100,1.7,1.54,FALSE
1988,8,15,8/15/1988,24.05,33.95,0.9,42.4,100,1.5,1.26,FALSE
1988,8,16,8/16/1988,23.25,34.75,0.6,41.7,100,3.8,1.56,FALSE
1988,8,17,8/17/1988,20.95,32.65,0.4,42,100,3.7,1.05,FALSE
1988,8,18,8/18/1988,21.35,32.75,0.7,51.5,100,2.9,0.94,FALSE
1988,8,19,8/19/1988,21.65,34.15,3.5,46.9,100,3.3,1.06,FALSE
1988,8,20,8/20/1988,23.15,33.95,27.4,48.5,100,3.9,1.07,FALSE
1988,8,21,8/21/1988,22.05,29.65,21.8,49.6,100,3.1,0.33,FALSE
1988,8,22,8/22/1988,21.75,30.65,1.2,64.2,100,2.1,0.54,FALSE
1988,8,23,8/23/1988,22.25,31.55,9.5,65.3,100,2.9,0.5,FALSE
1988,8,24,8/24/1988,22.35,31.75,3.8,62.8,100,2.4,0.64,FALSE
1988,8,25,8/25/1988,18.35,34.55,0,39.2,100,1.9,1.32,FALSE
1988,8,26,8/26/1988,17.75,34.95,0,41.3,100,3.2,1.33,FALSE
1988,8,27,8/27/1988,18.35,35.45,1.4,46.8,100,3.2,1.17,FALSE
1988,8,28,8/28/1988,21.85,32.85,0.8,47.5,100,1.5,0.94,FALSE
1988,8,29,8/29/1988,21.45,32.05,0,50.4,100,2.6,0.95,FALSE
1988,8,30,8/30/1988,18.15,30.85,0,42,100,2.9,1.03,FALSE
1988,8,31,8/31/1988,19.55,30.45,4.5,47.8,100,2.4,0.96,FALSE
1988,9,1,9/1/1988,21.35,31.45,5.3,52.1,100,3,0.97,FALSE
1988,9,2,9/2/1988,20.45,30.45,42,53.4,100,3.2,0.74,FALSE
1988,9,3,9/3/1988,20.45,27.15,12.4,74.4,100,2.7,0.35,FALSE
1988,9,4,9/4/1988,17.05,28.85,2.6,52.8,100,2.7,0.73,FALSE
1988,9,5,9/5/1988,11.45,26.85,1.3,42.8,98.1,2.6,0.82,FALSE
1988,9,6,9/6/1988,14.15,26.95,0,37.3,93.1,2.9,1.07,FALSE
1988,9,7,9/7/1988,7.55,25.65,0,28.5,93.7,2.5,1.07,FALSE
1988,9,8,9/8/1988,9.65,29.65,0,35.4,81.7,2.3,1.14,FALSE
1988,9,9,9/9/1988,14.65,30.65,2.3,42.7,95.4,3.1,1.07,FALSE
1988,9,10,9/10/1988,17.65,25.55,9,44.1,100,6.1,0.39,FALSE
1988,9,11,9/11/1988,17.25,29.15,4.6,60.7,100,4.5,0.52,FALSE
1988,9,12,9/12/1988,19.45,29.75,5.6,65.6,100,2.2,0.48,FALSE
1988,9,13,9/13/1988,22.55,30.55,0,61.3,100,1.3,0.78,FALSE
1988,9,14,9/14/1988,22.35,30.75,0,60.4,99.1,1.1,0.8,FALSE
1988,9,15,9/15/1988,22.15,32.15,2.4,57.1,97.1,3.2,0.9,FALSE
1988,9,16,9/16/1988,22.55,28.35,7.1,59.1,100,4,0.57,FALSE
1988,9,17,9/17/1988,21.75,32.65,0,55,100,2.9,0.9,FALSE
1988,9,18,9/18/1988,22.65,33.05,1.2,51.7,100,3.5,1,FALSE
1988,9,19,9/19/1988,21.75,32.75,0.7,52.6,100,5,0.92,FALSE
1988,9,20,9/20/1988,21.65,33.25,0,45.7,100,2.7,1.18,FALSE
1988,9,21,9/21/1988,23.85,32.75,0,46.8,96.9,2.3,1.24,FALSE
1988,9,22,9/22/1988,23.85,33.75,0,45,98.1,3.1,1.38,FALSE
1988,9,23,9/23/1988,21.65,33.55,0,45.5,100,4.4,1.2,FALSE
1988,9,24,9/24/1988,22.35,32.35,3.4,44.7,100,3.9,1.06,FALSE
1988,9,25,9/25/1988,22.45,31.35,2.1,48.7,100,2.6,0.97,FALSE
1988,9,26,9/26/1988,17.45,30.85,0.8,44.3,100,2.8,1.13,FALSE
1988,9,27,9/27/1988,15.85,30.85,0,41.4,92.5,1.9,1.22,FALSE
1988,9,28,9/28/1988,20.45,31.75,0,45.7,100,3.5,1.19,FALSE
1988,9,29,9/29/1988,22.15,29.55,3.7,46.7,100,3.2,0.93,FALSE
1988,9,30,9/30/1988,19.85,27.35,18.5,57.1,100,3.1,0.47,FALSE
1988,10,1,10/1/1988,20.55,25.65,38.8,55.5,100,2.6,0.58,FALSE
1988,10,2,10/2/1988,18.45,25.05,12,54.8,100,2.3,0.64,FALSE
1988,10,3,10/3/1988,11.65,24.15,0.7,36.7,96,5.2,0.71,FALSE
1988,10,4,10/4/1988,6.65,22.15,0,29.9,95.8,4.4,0.81,FALSE
1988,10,5,10/5/1988,6.05,20.45,0,30.4,93.7,3.8,0.74,FALSE
1988,10,6,10/6/1988,5.95,19.95,0,31.4,89.2,3.6,0.77,FALSE
1988,10,7,10/7/1988,5.85,20.85,1,39,89.5,3.5,0.7,FALSE
1988,10,8,10/8/1988,10.95,18.15,0,39.7,85.2,1.1,0.62,FALSE
1988,10,9,10/9/1988,10.75,20.45,5.5,50.1,100,1.8,0.47,FALSE
1988,10,10,10/10/1988,9.45,21.65,0,44.5,96.7,2.4,0.65,FALSE
1988,10,11,10/11/1988,7.45,25.45,0,36.7,93.1,3.3,0.98,FALSE
1988,10,12,10/12/1988,5.25,21.35,0,22.9,91.1,3.3,0.91,FALSE
1988,10,13,10/13/1988,3.95,21.05,0,24.1,78.4,2.6,0.97,FALSE
1988,10,14,10/14/1988,3.75,22.65,0,28.2,84.5,3.2,0.99,FALSE
1988,10,15,10/15/1988,4.85,25.75,0,33.6,91.7,3.6,0.93,FALSE
1988,10,16,10/16/1988,10.85,27.25,0,46.5,98.1,3.8,0.82,FALSE
1988,10,17,10/17/1988,13.45,29.75,0,43.7,98.9,4.8,0.99,FALSE
1988,10,18,10/18/1988,14.65,30.05,3.8,42.1,99.2,3.1,1.07,FALSE
1988,10,19,10/19/1988,10.35,22.05,7.4,41.9,100,4.2,0.58,FALSE
1988,10,20,10/20/1988,10.85,21.85,13.4,71.7,98.7,2.7,0.48,FALSE
1988,10,21,10/21/1988,13.25,23.25,5.3,50.1,100,2,0.74,FALSE
1988,10,22,10/22/1988,7.55,22.85,1.6,40,93,2.5,0.76,FALSE
1988,10,23,10/23/1988,8.15,24.35,15.4,47.3,100,3,0.47,FALSE
1988,10,24,10/24/1988,9.75,21.25,0,26.2,100,2.3,0.88,FALSE
1988,10,25,10/25/1988,6.65,24.65,0,29.9,81.1,3,0.95,FALSE
1988,10,26,10/26/1988,11.65,18.55,37.5,35.8,100,2.3,0.15,FALSE
1988,10,27,10/27/1988,10.05,26.65,0,55.3,99.7,3.2,0.62,FALSE
1988,10,28,10/28/1988,14.65,23.05,2.2,53.9,99.6,3.3,0.37,FALSE
1988,10,29,10/29/1988,11.45,19.65,0.4,58.1,96.4,2.8,0.37,FALSE
1988,10,30,10/30/1988,9.95,15.85,7.4,63.2,91.9,3.2,0.26,FALSE
1988,10,31,10/31/1988,9.85,16.35,6.5,66,100,2.9,0.35,FALSE
1988,11,1,11/1/1988,7.75,20.75,0,41.3,90.5,1.9,0.77,FALSE
1988,11,2,11/2/1988,5.85,24.25,0,40.9,89.1,3.8,0.86,FALSE
1988,11,3,11/3/1988,10.95,27.75,4.7,46.6,100,6.1,0.81,FALSE
1988,11,4,11/4/1988,16.45,29.75,5.2,51.5,100,7,1.07,FALSE
1988,11,5,11/5/1988,9.05,22.45,0,23,100,6.5,0.95,FALSE
1988,11,6,11/6/1988,3.65,18.45,0,23.6,93.4,4.8,0.74,FALSE
1988,11,7,11/7/1988,4.45,26.35,0,34.6,84.6,5.7,0.91,FALSE
1988,11,8,11/8/1988,16.35,27.65,0,48.3,98,2.9,0.96,FALSE
1988,11,9,11/9/1988,15.55,29.95,0,41.6,94,5.6,1.18,FALSE
1988,11,10,11/10/1988,12.05,25.65,1.1,42.5,96.7,4.7,0.75,FALSE
1988,11,11,11/11/1988,6.35,17.65,10.5,39.2,97.8,4.4,0.49,FALSE
1988,11,12,11/12/1988,10.05,25.85,33.4,58.8,100,5.7,0.65,FALSE
1988,11,13,11/13/1988,12.85,23.55,0.4,43.3,100,2.1,0.84,FALSE
1988,11,14,11/14/1988,11.15,28.05,0,50.7,93.6,2.8,0.86,FALSE
1988,11,15,11/15/1988,18.15,27.65,0.9,52.3,98.4,7.5,0.84,FALSE
1988,11,16,11/16/1988,11.05,21.55,2.1,46.9,100,4.9,0.54,FALSE
1988,11,17,11/17/1988,2.75,15.45,0,29.2,90.2,3.7,0.62,FALSE
1988,11,18,11/18/1988,3.95,22.45,9.9,39.3,86.4,5,0.51,FALSE
1988,11,19,11/19/1988,16.25,22.75,13.8,69.5,100,6.2,0.46,FALSE
1988,11,20,11/20/1988,7.35,20.35,0.8,49.8,100,5.4,0.79,FALSE
1988,11,21,11/21/1988,4.05,13.75,0,45.5,93.1,3.4,0.45,FALSE
1988,11,22,11/22/1988,0.75,14.25,0,45.2,93.2,3,0.46,FALSE
1988,11,23,11/23/1988,-0.35,15.65,0,44.9,89.7,1.9,0.5,FALSE
1988,11,24,11/24/1988,1.15,19.85,0,37.3,85.3,2.6,0.71,FALSE
1988,11,25,11/25/1988,9.15,24.65,2.2,42.6,90.6,5.8,0.63,FALSE
1988,11,26,11/26/1988,15.35,24.25,35.7,59.3,100,6.8,0.66,FALSE
1988,11,27,11/27/1988,5.35,16.95,0.8,49.5,100,3.1,0.35,FALSE
1988,11,28,11/28/1988,0.05,11.05,0,37,94.4,3.1,0.41,FALSE
1988,11,29,11/29/1988,-1.35,16.65,0,42.9,86.7,3.8,0.46,FALSE
1988,11,30,11/30/1988,5.15,15.85,0,28.2,92.9,3.3,0.6,FALSE
1988,12,1,12/1/1988,-1.05,14.95,0,28.3,91.6,3.6,0.58,FALSE
1988,12,2,12/2/1988,-0.25,15.25,0,36.7,83.3,1.9,0.59,FALSE
1988,12,3,12/3/1988,0.25,19.85,0,39.8,92.3,2.7,0.74,FALSE
1988,12,4,12/4/1988,1.75,14.55,0,37.3,94.4,4.2,0.48,FALSE
1988,12,5,12/5/1988,-3.15,13.65,0,32.9,98,2,0.53,FALSE
1988,12,6,12/6/1988,-1.05,14.75,0,39,84.7,2,0.53,FALSE
1988,12,7,12/7/1988,1.15,18.05,0,45.2,92,2.1,0.52,FALSE
1988,12,8,12/8/1988,6.45,12.25,3.2,50.6,100,4,0.26,FALSE
1988,12,9,12/9/1988,2.05,8.75,5.3,58.5,100,3.9,0.25,FALSE
1988,12,10,12/10/1988,-0.05,9.05,7.1,59.7,96.9,2.1,0.18,FALSE
1988,12,11,12/11/1988,1.95,7.95,4.5,61.6,100,4.4,0.19,FALSE
1988,12,12,12/12/1988,-1.15,7.65,0,40.8,91.4,3.1,0.39,FALSE
1988,12,13,12/13/1988,-2.25,15.75,0,46.1,94.8,3.3,0.51,FALSE
1988,12,14,12/14/1988,0.55,20.15,0,52.5,99.8,4.2,0.46,FALSE
1988,12,15,12/15/1988,4.15,15.15,14.2,58,100,4.4,0.44,FALSE
1988,12,16,12/16/1988,-1.25,7.55,0,33.5,90.9,4.1,0.4,FALSE
1988,12,17,12/17/1988,-2.85,10.05,0,34.6,89.5,3.4,0.44,FALSE
1988,12,18,12/18/1988,-2.85,12.85,0,34.8,84,2.9,0.53,FALSE
1988,12,19,12/19/1988,-1.95,19.45,0,42.7,97.8,5.9,0.52,FALSE
1988,12,20,12/20/1988,8.45,22.75,0.3,56.6,100,6.6,0.45,FALSE
1988,12,21,12/21/1988,11.75,19.75,1,62.8,100,3.4,0.37,FALSE
1988,12,22,12/22/1988,10.15,26.15,23.2,52.3,100,5.1,0.76,FALSE
1988,12,23,12/23/1988,14.25,18.95,16.1,51.9,100,3.6,0.35,FALSE
1988,12,24,12/24/1988,7.95,22.65,0,36.2,100,4.9,0.65,FALSE
1988,12,25,12/25/1988,2.25,16.55,0,34.3,95,3.7,0.57,FALSE
1988,12,26,12/26/1988,4.25,22.45,0,43,81.8,5.2,0.82,FALSE
1988,12,27,12/27/1988,11.15,24.45,17.4,48,100,7.9,0.71,FALSE
1988,12,28,12/28/1988,-0.45,15.75,6.7,41.6,100,5.8,0.38,FALSE
1988,12,29,12/29/1988,-2.75,10.45,0,44,95.5,2.3,0.35,FALSE
1988,12,30,12/30/1988,5.45,12.65,41.2,48.7,100,2.4,0.19,FALSE
1988,12,31,12/31/1988,8.95,18.25,10.2,71.8,100,1.4,0.3,FALSE
1989,1,1,1/1/1989,7.55,18.25,1,45.4,100,2,0.5,FALSE
1989,1,2,1/2/1989,4.85,15.95,1.6,51,91.4,1.8,0.29,FALSE
1989,1,3,1/3/1989,7.95,24.65,0.9,53.2,100,5.3,0.65,FALSE
1989,1,4,1/4/1989,1.25,13.95,0,30.4,95.5,2.5,0.51,FALSE
1989,1,5,1/5/1989,1.15,22.25,0.9,41.7,88.9,6.2,0.56,FALSE
1989,1,6,1/6/1989,13.05,24.95,0,52.9,100,3.9,0.75,FALSE
